GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],인라인 AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],잔여이슈 Reopen율[내부]
"LGSI자사","2026-01-29","1","null","null","0","null","null","88.5","null","40.5","1","0","1","1","null","null","0","null","null","0.5","0.5","0","0","0.5","0.5","66.667","8","null","7","8","0","0","2","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.5","null","0","40","0.5","null","4","5","177","0","44.25","96.61","3.39","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-01-30","1","null","null","0","null","null","33","null","33","1","0","1","1","null","null","0.75","null","null","0","0","0","null","1","1","100","8","null","7","8","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.667","null","0","40","0.667","null","4","5","33","0","33","96.97","3.03","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-01-31","1","null","null","0","null","null","33","null","33","1","0","1","1","null","null","0.75","null","null","0","0","0","null","1","1","100","8","null","7","8","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.667","null","0","40","0.667","null","4","5","33","0","33","96.97","3.03","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-02-01","1","null","null","0","null","null","33","null","33","1","0","1","1","null","null","0.5","null","null","0","0","0","null","1","1","100","8","null","7","8","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.667","null","0","40","0.667","null","4","5","33","0","33","96.97","3.03","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-02-02","1","null","null","0","null","null","33","null","33","1","0","1","1","null","null","0.727","null","null","0","0","0","null","1","1","100","8","null","7","8","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.667","null","0","40","0.667","null","4","5","33","0","33","96.97","3.03","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-02-03","1","null","null","0","null","null","33","null","33","1","0","1","1","null","null","0.545","null","null","0","0","0","null","1","1","100","8","null","7","8","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","40","0.667","null","0","40","0.667","null","4","5","33","0","33","96.97","3.03","0","0","2","0","0","0","0","0","0","null"
"LGSI자사","2026-02-04","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","0.357","null","null","null","null","null","null","null","null","null","6","null","5","6","0","0","null","null","null","null","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","50","1","null","0","50","1","null","3","3","null","null","null","null","null","0","0","0","0","0","0","0","0","null","null"
"LGSI자사","2026-02-05","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","0.722","null","null","null","null","null","null","null","null","null","6","null","5","6","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","3","null","null","null","null","null","0","0","0","0","null","0","0","0","null","null"
"LGSI자사","2026-02-06","1","null","null","null","null","null","null","null","null","1","0","0.778","1","null","null","0.286","null","null","null","null","null","null","null","null","null","6","null","5","6","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","2","null","null","null","null","null","0","0","1","0","null","0","0","0","null","null"
"LGSI자사","2026-02-07","1","null","null","null","null","null","null","null","null","1","0","0.833","1","null","null","0.385","null","null","null","null","null","null","null","null","null","6","null","5","6","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","2","null","null","null","null","null","0","0","1","0","null","0","0","0","null","null"
"LGSI자사","2026-02-08","1","null","null","null","null","null","null","null","null","1","0","0.867","1","null","null","0.313","null","null","null","null","null","null","null","null","null","6","null","5","6","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","2","null","null","null","null","null","0","0","1","0","null","0","0","0","null","null"
"LGSI자사","2026-02-09","1","null","null","0","null","null","195","null","195","1","0","0.889","1","null","null","0.364","null","null","0","0","0","null","1","1","100","5","null","4","5","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","3","2","195","0","195","100","0","0","0","1","0","0","0","0","0","0","null"
"LGSI자사","2026-02-10","1","null","null","0","null","null","106","null","106","1","0","0.905","1","null","null","0.75","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","1","0","0","0","0","0","0","null"
"LGSI자사","2026-02-11","1","null","null","0","null","null","106","null","106","1","0","0.952","1","null","null","0.6","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","1","0","0","0","0","0","0","null"
"LGSI자사","2026-02-12","1","null","null","0","null","null","106","null","106","1","0","1","1","null","null","0.6","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","1","0","0","0","0","0","0","null"
"LGSI자사","2026-02-13","1","null","null","0","null","null","106","null","106","null","null","1","null","null","null","0","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","100","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","0","0","0","0","0","0","0","null"
"LGSI자사","2026-02-14","1","null","null","0","null","null","106","null","106","null","null","1","null","null","null","0","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","100","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","0","0","0","0","0","0","0","null"
"LGSI자사","2026-02-15","1","null","null","0","null","null","106","null","106","null","null","1","null","null","null","0","null","null","0","0","0","null","0.5","0.5","50","5","null","5","5","0","0","0","0","null","null","100","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","212","0","106","100","0","0","0","0","0","0","0","0","0","0","null"
"LGSI자사","2026-02-16","1","null","null","0","null","null","17","null","17","null","null","1","null","null","null","0","null","null","0","0","0","null","0","0","0","5","null","5","5","0","0","0","0","null","null","100","null","0","0","0","0","null","null","null","null","null","0","0","0","null","0","null","0","null","0","null","0","null","4","2","17","0","17","100","0","0","0","0","0","0","0","0","0","0","null"
"LGSI자사","2026-02-17","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","0","null","null","null","null","null","null","null","null","null","5","null","5","5","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","0","0","0","0","null","null"
"LGSI자사","2026-02-18","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","0","null","null","null","null","null","null","null","null","null","5","null","5","5","0","0","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","null","0","0","0","null","null"
"LGSI자사","2026-02-19","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","5","null","5","5","null","null","null","null","null","null","100","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","null","0","0","null","null","null"
"LGSI자사","2026-02-20","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","5","null","5","5","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","null","0","0","null","null","null"
"LGSI자사","2026-02-21","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","5","null","5","5","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","null","0","0","null","null","null"
"LGSI자사","2026-02-22","1","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","5","null","5","5","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","2","null","null","null","null","null","0","0","0","0","null","0","0","null","null","null"
"LGSI자사","2026-02-23","1","null","null","0","null","null","287","null","287","null","null","1","null","null","null","null","null","null","0","0","0","null","1","1","100","5","null","5","5","null","null","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","null","4","2","287","1.742","287","65.51","34.49","0","0","0","0","0","0","0","null","0","null"
"LGSI자사","2026-02-24","1","2","null","1","1","null","287","null","287","null","null","1","null","1","0","null","null","null","0","0","0","null","1","1","100","5","1","5","5","1","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","8","4","2","287","1.742","287","65.51","34.49","0","0","0","0","3.484","0","0","0","0","0"
"LGSI자사","2026-02-25","1","2","null","0","null","null","287","null","287","null","null","1","null","null","null","0","null","null","0","0","0","null","1","1","100","5","1","5","5","0","0","0","0","null","null","null","null","0","0","0","0","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","8","4","2","287","0","287","65.51","34.49","0","0","0","0","0","0","0","0","0","0"
"LGSI자사","2026-02-26","1","3","null","0","null","null","287","null","287","null","null","1","null","null","null","0","null","null","0","0","0","null","1","1","100","5","1","5","5","0","0","0","0","null","null","null","null","50","50","50","50","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","9.667","4","2","287","0","287","65.51","34.49","0","0","0","0","0","0","0","0","0","0"
"LGSI자사","2026-02-27","1","3","null","0","null","null","287","null","287","null","null","1","null","null","null","0","null","null","0","0","0","null","1","1","100","4","1","3","4","0","0","0","0","null","null","null","null","50","50","50","50","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","10.75","3","null","287","0","287","65.51","34.49","0","0","0","0","0","0","0","0","0","0"
"LGSI자사","2026-02-28","1","3","null","0","null","null","287","null","287","null","null","1","null","null","null","0","null","null","0","0","0","null","1","1","100","4","1","3","4","0","0","0","0","null","null","null","null","50","50","50","50","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","10.75","3","null","287","0","287","65.51","34.49","0","0","0","0","0","0","0","0","0","0"
"LGSI자사","2026-03-01","1","3","null","0","null","null","287","null","287","null","null","1","null","null","null","0","null","null","0","0","0","null","1","1","100","4","1","3","4","0","0","0","0","null","null","null","null","50","50","50","50","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","10.75","3","null","287","0","287","65.51","34.49","0","0","0","0","0","0","0","0","0","0"
"LGSI자사","2026-03-02","1","3","null","null","null","null","null","null","null","null","null","1","null","null","null","0","null","null","null","null","null","null","null","null","null","5","2","3","4","0","0","null","null","null","null","null","null","50","50","50","50","null","0","null","0","null","0","0","0","0","0","0","0","null","0","0","0","12","3","null","null","null","null","null","null","0","0","0","0","0","0","0","0","null","0"
"국내자사","2025-12-22","1","3.772","3.447","0.95","3.375","2.764","227.548","2.861","70.378","3.215","38.864","15.525","11.502","0.5","80.423","0.294","null","88.851","4.557","4.258","0.086","2.017","0.889","1.086","81.273","326","157","290","308","189","152","694","14","17.763","21.538","20.455","20.769","21.545","23.37","0.568","1.196","84","14.244","30.769","14.033","9.474","0.747","0.641","0.061","14.725","0.702","27.648","1.318","64.103","0.126","26.077","1.192","20.028","128","280","14108","13.893","84.99","74.96","25.04","197.25","5.07","184.033","71.523","12.207","22.931","27.02","83","6.06","0"
"국내자사","2025-12-23","1","3.955","4.235","1.147","3.904","2.787","206.759","1.564","68.808","2.815","31.254","17.472","12.286","0.44","83.744","0.352","null","134.653","4.79","4.7","0.047","0.993","0.859","1.013","81.362","324","156","291","308","203","170","705","7","16.471","20.833","18.828","19.444","21.381","23.131","0.537","1.13","85","17.674","20.755","18.323","4.082","0.842","0.772","0.06","18.478","0.832","31.159","1.402","43.396","0.125","30.323","1.277","20.289","126","281","11165","17.241","77.53","76.95","23.05","264.33","3.78","135.15","42.239","16.065","22.765","26.75","88","7.882","0"
"국내자사","2025-12-24","1","3.906","4.429","0.933","3.5","3.07","200.381","2.486","66.375","2.274","46.062","17.615","8.996","0.093","96.154","0.315","0","78.286","5.242","4.994","0.054","1.086","0.708","0.831","69.191","327","157","291","308","182","175","829","9","17.714","20.482","22.596","25.225","21.311","22.979","0.483","1.011","85","21.499","16.438","22.512","9.524","0.792","0.719","0.063","21.866","0.781","36.88","1.318","26.027","0.099","38.173","1.219","20.794","130","280","12624","13.704","78.9","77.72","22.28","203.11","4.92","134.933","62.154","15.301","22.696","26.542","88","6.852","0"
"국내자사","2025-12-25","1","3.971","4.497","1.123","3.489","2.944","152.491","2.244","68.522","2.364","43.163","17.868","8.912","0.068","96.951","0.248","0","75.264","4.251","4.044","0.051","1.252","0.685","0.633","70.995","324","157","288","305","164","159","639","8","14.465","13.158","21.196","22.222","21.271","22.886","0.481","1.004","84","24.482","15.278","26.164","12.5","0.89","0.808","0.075","24.665","0.884","41.874","1.5","25","0.123","44.568","1.377","21.148","128","276","8692","18.293","71.83","76.66","23.34","161.4","6.2","124.767","53.854","15.388","22.698","26.538","85","8.801","0"
"국내자사","2025-12-26","1","3.923","5.817","1.149","3.08","2.929","145.069","2.758","74.716","1.999","53.306","17.86","10.347","-0.137","106.494","0.188","0.167","77.959","4.061","3.825","0.069","1.797","0.582","0.487","60.349","327","157","290","307","154","164","612","11","14.024","13.333","18.5","16.667","21.25","22.878","0.479","1.002","84","12.682","12.791","12.435","22.222","0.445","0.35","0.08","12.5","0.431","32.415","1.117","25.581","0.161","33.938","0.956","22.091","127","278","8414","17.59","73.17","79.13","20.87","127.12","7.87","124.167","66.188","18.005","22.662","26.501","68","8.022","0"
"국내자사","2025-12-27","1","3.908","5.847","0.94","2.958","2.911","156.443","2.758","74.283","1.999","54.179","17.475","11.106","-0.288","114.789","0.186","0.167","77.959","4.483","4.244","0.067","1.58","0.53","0.488","55.644","327","157","290","307","142","163","696","11","14.11","13.333","17.476","15.044","21.256","22.902","0.479","1.003","85","12.656","12.644","12.435","22.222","0.442","0.348","0.08","12.474","0.428","32.347","1.109","25.287","0.159","33.938","0.949","22.091","127","277","9543","14.88","73.41","78.03","21.97","144.18","6.94","122.167","66.188","15.816","22.656","26.501","67","7.021","0"
"국내자사","2025-12-28","1","3.83","5.847","0.94","2.958","2.911","156.443","2.758","74.283","1.999","54.179","17.063","11.106","-0.288","114.789","0.185","0.167","77.959","4.483","4.244","0.067","1.58","0.53","0.488","55.644","326","154","290","307","142","163","696","11","14.11","13.333","17.476","15.044","21.256","22.902","0.479","1.003","84","12.656","12.644","12.435","22.222","0.442","0.348","0.08","12.474","0.428","32.347","1.109","25.287","0.159","33.938","0.949","22.091","127","277","9543","15.09","73.41","78.03","21.97","144.18","6.94","122.167","66.188","14.88","22.656","26.501","67","7.126","0"
"국내자사","2025-12-29","1","3.742","5.752","0.993","3.244","2.608","140.453","3.094","69.437","4.757","33.351","17.056","10.915","0.197","91.096","0.303","0.2","78.702","4.43","4.16","0.067","1.622","0.49","0.442","47.172","327","155","290","307","146","133","678","11","21.053","23.611","16.23","13.492","21.354","23.049","0.475","0.989","83","11.562","9.877","11.605","28.571","0.404","0.333","0.057","11.317","0.39","29.218","1.007","23.457","0.135","30.37","0.872","22.241","126","277","8989","14.128","71.34","77.32","22.68","145.25","6.88","185.557","61.885","15.757","22.798","26.751","69","6.452","null"
"국내자사","2025-12-30","1","3.758","5.325","0.745","2.7","2.6","161.048","2.729","78.551","0.631","79.28","17.506","5.654","-0.148","108.333","0.306","0","84.398","4.059","3.816","0.032","0.829","0.517","0.475","53.167","326","154","289","307","108","117","603","5","23.932","32.787","19.89","16.102","21.609","23.654","0.476","1.003","83","5.59","1.887","5.967","9.091","0.201","0.187","0.007","5.508","0.194","27.542","0.97","13.208","0.052","29.356","0.918","22.683","127","276","9985","9.364","79.25","74.32","25.68","159.11","6.29","79.157","62.756","11.384","22.846","26.897","47","4.006","0"
"국내자사","2025-12-31","1","3.727","6.465","0.395","2.469","2.263","168.919","1.856","71.136","2.446","36.969","17.868","5.69","-0.13","108.861","0.148","0","94.48","4.347","4.179","0.043","1.034","0.385","0.475","75.097","329","154","291","310","79","86","677","7","26.744","37.209","17.961","13.287","21.609","23.654","0.476","1.003","83","8.679","1.852","9.353","11.111","0.218","0.193","0.005","8.493","0.198","30.573","0.713","12.963","0.035","32.854","0.678","23.136","129","278","10473","9.501","58.18","77.88","22.12","331.89","3.01","85.357","31.556","7.723","22.846","26.897","33","3.819","0"
"국내자사","2026-01-01","1","3.772","6.13","0.6","3.243","2.273","168.919","1.797","71.136","2.491","35.798","18.458","5.69","0.333","83.333","0.248","0","94.604","4.341","4.179","0.043","1.034","0.385","0.475","75.097","329","155","291","310","120","100","677","7","24","32","17.157","12.057","21.351","23.093","0.445","0.928","81","8.679","1.852","9.353","11.111","0.218","0.193","0.005","8.493","0.198","30.573","0.713","12.963","0.035","32.854","0.678","23.136","127","277","10473","11.888","58.18","77.88","22.12","342.75","2.92","85.357","30.556","11.458","22.801","26.808","47","4.631","0"
"국내자사","2026-01-02","1","3.791","3.686","0.652","3.486","2.283","180.088","1.314","71.388","2.619","29.49","19.127","5.943","0.393","81.395","0.245","0.211","97.783","4.363","4.256","0.03","0.716","0.404","0.488","60.884","331","156","291","310","129","105","698","5","26.667","33.333","14.352","12.338","21.473","23.251","0.517","1.08","82","8.314","2.083","9.145","8.824","0.177","0.157","0.005","8.269","0.162","32.558","0.636","6.25","0.015","36.283","0.621","23.12","126","277","10265","12.47","58.32","78.01","21.99","390.48","2.56","89.143","26.288","12.441","22.84","26.787","50","4.774","0"
"국내자사","2026-01-03","1","3.822","3.721","0.683","3.528","2.311","177.906","1.314","73.353","2.619","29.49","19.814","5.943","0.383","81.89","0.227","0.211","97.783","4.197","4.112","0.031","0.755","0.425","0.491","64.684","331","156","291","310","127","104","662","5","26.923","33.333","15.049","12.925","21.483","23.275","0.517","1.081","82","8.333","2.128","9.145","8.824","0.178","0.157","0.005","8.29","0.162","32.642","0.64","6.383","0.015","36.283","0.624","23.12","126","277","9429","13.84","57.15","79.03","20.97","358.68","2.79","89.143","26.288","12.897","22.84","26.787","48","5.197","0"
"국내자사","2026-01-04","1","3.993","3.721","0.717","3.722","2.311","180.167","1.314","77.551","2.619","29.49","20.51","5.943","0.5","77.612","0.227","0.211","97.783","4.197","4.112","0.031","0.755","0.428","0.497","65.504","330","153","289","307","134","104","662","5","26.923","33.333","14.692","12.838","21.446","23.191","0.516","1.077","82","8.314","2.128","9.118","8.824","0.179","0.159","0.005","8.269","0.164","31.783","0.631","6.383","0.015","35.294","0.615","23.12","125","276","9729","13.105","58.61","79.61","20.39","370.09","2.7","89.143","26.288","13.989","22.84","26.787","50","4.574","0"
"국내자사","2026-01-05","1","4.123","3.312","0.605","3.667","2.081","205.246","4.04","81.473","-0.127","103.841","20.668","6.013","0.88","63.636","0.2","0","29.122","5.036","4.635","0.031","0.678","0.5","0.629","71.697","322","154","280","299","121","77","737","5","20.779","27.586","13.235","9.524","21.406","23.163","0.563","1.173","83","9.091","3.175","10.133","8.571","0.213","0.188","0.01","9.132","0.198","40.411","0.876","6.349","0.02","46.133","0.856","23.141","122","269","11699","11.497","65.72","80.14","19.86","170.32","5.87","66.148","68.688","11.294","22.803","26.787","39","4.445","0"
"국내자사","2026-01-06","1","3.988","3.473","0.855","3.02","2.075","181.537","5.757","83.083","0.815","84.113","20.795","7.466","0.521","74.324","0.388","0","7.218","4.691","4.293","0.033","0.776","0.451","0.52","70.387","316","155","274","292","148","110","644","5","28.182","34.694","7.813","6.612","21.644","23.482","0.605","1.254","84","9.737","3.509","10.884","10.345","0.203","0.176","0.011","9.687","0.187","35.897","0.692","5.263","0.016","41.837","0.676","22.824","121","264","9803","16.424","62.44","82.74","17.26","141.91","7.05","82.129","69.081","13.766","23.071","27.195","65","6.631","0"
"국내자사","2026-01-07","1","3.984","3.114","1.977","3.702","2.633","192.179","4.494","102.817","0.217","94.567","20.719","7.603","0.219","90.805","0.313","0","12.371","3.762","3.354","0.008","0.229","0.716","0.485","106.163","312","157","270","287","174","158","436","1","22.785","27.778","13.303","7.692","21.364","23.142","0.431","0.898","83","11.491","25","8.403","17.308","0.446","0.241","0.096","10.37","0.337","71.481","2.325","28.125","0.108","77.311","2.217","22.165","118","260","7495","25.617","104.1","75.04","24.96","104.25","9.59","76.029","71.898","20.118","22.828","26.9","65","9.54","0"
"국내자사","2026-01-08","1","4.08","3.464","1.875","4.118","2.866","215.512","4.435","103.665","-0.861","128.326","20.847","7.603","0.234","91.429","0.33","0","24.813","4.682","4.196","0.014","0.333","0.643","0.503","75.999","302","157","260","277","210","192","600","2","19.271","24.138","12.111","7.879","21.293","23.153","0.475","0.992","83","10.249","21.622","7.463","16.071","0.359","0.194","0.078","9.18","0.272","68.525","2.029","24.324","0.087","74.627","1.942","21.802","114","253","9267","22.337","100.73","76.78","23.22","94.98","10.53","76.029","97.564","25.057","22.653","26.671","78","8.687","0"
"국내자사","2026-01-09","1","4.203","3.851","1.729","4","2.575","242.372","4.411","109.11","-1.208","142.394","21.443","7.124","0.193","92.157","0.236","0","45.448","5.071","4.636","0.021","0.462","0.585","0.493","63.852","295","157","254","271","204","188","649","3","17.021","23.596","14.336","7.595","21.185","23.065","0.379","0.794","83","9.524","18.75","6.034","16.071","0.32","0.14","0.09","8.214","0.23","76.429","2.14","54.167","0.26","81.034","1.88","21.448","114","249","10422","20.006","105.27","79.26","20.74","102.74","9.73","71.243","101.445","20.722","22.571","26.631","83","8.156","0"
"국내자사","2026-01-10","1","4.173","3.874","1.805","4.019","2.616","238","4.411","107.276","-1.208","142.394","22.043","7.124","0.262","89.671","0.237","0","45.448","4.825","4.359","0.021","0.475","0.576","0.469","61.014","295","158","254","271","213","191","632","3","17.277","23.077","14.286","7.547","21.125","22.891","0.354","0.74","84","9.524","18.75","6.034","16.071","0.317","0.139","0.089","8.214","0.228","76.429","2.119","54.167","0.257","81.034","1.861","21.448","114","249","10472","20.77","104.72","79.3","20.7","103.23","9.69","71.243","101.445","20.389","22.579","26.6","87","8.403","0"
"국내자사","2026-01-11","1","4.134","3.845","1.82","3.964","2.644","230.022","4.411","101.775","-1.208","142.394","22.126","7.124","0.337","86.937","0.257","0","45.448","4.964","4.517","0.02","0.446","0.557","0.456","57.279","294","159","257","271","222","193","673","3","17.098","22.826","14.336","7.5","21.089","22.816","0.377","0.785","84","9.639","18.75","6.14","16.071","0.317","0.139","0.089","8.333","0.228","77.536","2.119","54.167","0.257","82.456","1.861","21.448","114","252","10581","20.839","102.73","77.79","22.21","104.3","9.59","71.243","101.445","21.09","22.567","26.584","89","8.459","0"
"국내자사","2026-01-12","1","4.184","3.7","1.973","3.982","3.227","201.442","2.656","87.257","-1.02","178.147","23.465","3.479","0.076","97.26","0.32","0","92.508","4.202","4","0.033","0.828","0.505","0.371","55.727","295","161","256","270","219","213","604","5","15.023","20.588","17.492","11.628","21.168","23.062","0.442","0.921","84","10.028","30.233","4.072","14.737","0.379","0.095","0.137","8.333","0.232","82.576","2.295","76.744","0.347","83.71","1.947","21.073","115","250","8662","24.128","92.15","77.64","22.36","155.28","6.44","31.313","55.783","22.762","22.563","26.663","90","8.832","0"
"국내자사","2026-01-13","1","4.532","3.892","1.658","3.317","3.484","200.6","2.325","82.716","-1.723","514.16","25.624","2.6","-0.3","112.06","0.285","0","87.508","4.306","4.11","0.031","0.746","0.592","0.436","79.384","295","161","254","270","199","223","670","5","15.695","21.429","18.612","12.353","21.241","23.218","0.484","1.012","80","8.333","18.919","4.71","14.737","0.337","0.129","0.069","6.39","0.198","84.984","2.634","72.973","0.267","86.594","2.366","21.072","115","246","9027","21.934","90.27","77.71","22.29","168.82","5.92","10.4","53.473","22.5","22.596","26.756","63","6.702","0"
"국내자사","2026-01-14","1","4.317","5.694","1.775","3.127","3.433","180.091","2.374","76.211","-1.689","453.193","28.292","5.5","-0.113","104.569","0.402","0","103.339","4.248","4.048","0.036","0.898","0.541","0.364","72.216","293","161","250","267","197","206","668","6","15.049","18.557","17.832","14.793","21.094","23.018","0.526","1.098","82","7.895","17.949","5.028","10.417","0.216","0.093","0.072","7.339","0.165","79.358","1.784","71.795","0.289","81.006","1.495","21.142","112","243","7924","23.662","80.86","81.66","18.34","158.95","6.29","11","49.851","23.243","22.352","26.304","58","7.067","0"
